account_key,account_id,customer_key,account_type,currency,credit_limit,current_balance,account_status,open_date,balance_tier
314,NAB-A00000314,224,Savings,GHS,5069.3,1768.28,Suspended,2019-06-01,Low
315,NAB-A00000315,225,Savings,USD,25127.44,14414.8,Active,2022-06-13,Mid
316,NAB-A00000316,226,Savings,GHS,23231.94,10429.79,Active,2019-11-23,Mid
317,NAB-A00000317,227,Current,NGN,52443.09,11642.67,Active,2021-07-03,Mid
318,NAB-A00000318,227,Savings,NGN,106875.57,75150.72,Active,2021-07-06,High
319,NAB-A00000319,228,Savings,GBP,4671.67,2758.5,Active,2019-02-09,Low
320,NAB-A00000320,229,Current,GBP,51613.65,20105.32,Dormant,2020-03-25,Mid
321,NAB-A00000321,229,Fixed Deposit,GBP,241947.74,228685.7,Active,2020-03-28,High
322,NAB-A00000322,230,Current,USD,9825.69,3438.05,Active,2020-03-15,Low
323,NAB-A00000323,230,Current,USD,54271.15,31772.07,Active,2020-03-05,Mid
324,NAB-A00000324,231,Savings,NGN,4781.81,252.46,Active,2022-04-05,Low
325,NAB-A00000325,232,Savings,ZAR,10544.47,5569.86,Suspended,2022-01-14,Low
326,NAB-A00000326,233,Current,GHS,5485.51,3333.37,Active,2021-09-22,Low
327,NAB-A00000327,234,Savings,NGN,10124.36,5326.11,Active,2021-07-01,Low
328,NAB-A00000328,234,Savings,NGN,5203.43,1716.75,Active,2021-07-08,Low
329,NAB-A00000329,235,Domiciliary,USD,47381.89,20318.91,Active,2020-01-20,Mid
330,NAB-A00000330,236,Current,ZAR,24960.19,18008.5,Active,2022-09-08,Mid
331,NAB-A00000331,237,Savings,NGN,9137.14,7415.59,Active,2020-11-26,Low
332,NAB-A00000332,238,Premium,USD,45056.86,19080.63,Dormant,2020-04-20,Mid
333,NAB-A00000333,239,Domiciliary,GHS,9964.31,732.64,Active,2023-01-08,Low
334,NAB-A00000334,240,Savings,USD,10711.17,4949.42,Active,2019-02-01,Low
335,NAB-A00000335,241,Current,GHS,5471.71,521.97,Active,2022-02-14,Low
336,NAB-A00000336,241,Savings,GHS,26790.6,23185.27,Active,2022-02-04,Mid
337,NAB-A00000337,242,Savings,GBP,10616.82,2102.03,Active,2022-01-26,Low
338,NAB-A00000338,243,Fixed Deposit,NGN,5178.45,319.33,Active,2020-10-26,Low
339,NAB-A00000339,243,Savings,NGN,4627.39,3468.86,Suspended,2020-10-25,Low
340,NAB-A00000340,244,Current,USD,106357.67,93426.37,Active,2021-09-19,High
341,NAB-A00000341,245,Premium,USD,51659.39,15902.57,Dormant,2022-08-25,Mid
342,NAB-A00000342,246,Current,NGN,45735.11,5650.24,Active,2023-08-19,Low
343,NAB-A00000343,247,Fixed Deposit,ZAR,23617.47,1838.74,Active,2020-05-18,Low
344,NAB-A00000344,247,Savings,ZAR,51575.91,24908.3,Active,2020-05-20,Mid
345,NAB-A00000345,247,Savings,ZAR,4618.95,3657.71,Dormant,2020-05-06,Low
346,NAB-A00000346,248,Current,NGN,9011.81,5065.44,Active,2021-06-10,Low
347,NAB-A00000347,248,Current,NGN,5172.45,4598.92,Active,2021-05-22,Low
348,NAB-A00000348,249,Domiciliary,USD,251488.84,43420.19,Closed,2019-04-25,Mid
349,NAB-A00000349,249,Savings,USD,5324.29,4619.97,Active,2019-04-21,Low
350,NAB-A00000350,250,Savings,GBP,9549.36,7354.8,Dormant,2020-10-09,Low
351,NAB-A00000351,251,Domiciliary,NGN,52549.25,24004.23,Active,2021-06-11,Mid
352,NAB-A00000352,252,Current,GBP,5483.5,2672.51,Active,2021-01-22,Low
353,NAB-A00000353,253,Current,ZAR,5117.18,4090.82,Active,2021-10-12,Low
354,NAB-A00000354,254,Premium,NGN,5205.05,2299.29,Active,2020-12-02,Low
355,NAB-A00000355,255,Current,NGN,46500.09,37081.96,Dormant,2019-09-07,Mid
356,NAB-A00000356,256,Savings,GBP,23054.72,14153.79,Dormant,2020-02-17,Mid
357,NAB-A00000357,257,Premium,NGN,24635.13,4499.14,Suspended,2019-11-18,Low
358,NAB-A00000358,258,Savings,ZAR,25258.46,19119.1,Active,2021-11-04,Mid
359,NAB-A00000359,258,Current,ZAR,50635.99,44439.38,Active,2021-10-28,Mid
360,NAB-A00000360,259,Premium,NGN,5453.91,2595.08,Active,2020-04-19,Low
361,NAB-A00000361,259,Savings,NGN,26262.68,24794.05,Active,2020-04-06,Mid
362,NAB-A00000362,260,Domiciliary,NGN,9486.44,2992.23,Active,2020-03-10,Low
363,NAB-A00000363,260,Premium,NGN,4609.09,2264.58,Active,2020-03-08,Low
364,NAB-A00000364,261,Premium,GBP,5229.51,3433.67,Active,2019-09-12,Low
365,NAB-A00000365,262,Savings,NGN,90924.76,28092.34,Active,2019-08-26,Mid
366,NAB-A00000366,263,Savings,USD,4992.5,527.23,Active,2022-04-06,Low
367,NAB-A00000367,263,Domiciliary,USD,5295.26,2431.04,Active,2022-04-13,Low
368,NAB-A00000368,263,Savings,USD,46450.23,33544.04,Active,2022-04-02,Mid
369,NAB-A00000369,264,Savings,GHS,49636.34,40005.12,Active,2020-05-17,Mid
370,NAB-A00000370,265,Premium,GBP,53815.66,11432.67,Active,2019-09-25,Mid
371,NAB-A00000371,266,Current,USD,9677.05,8573.25,Dormant,2021-08-14,Low
372,NAB-A00000372,267,Current,NGN,4699.87,2755.2,Active,2019-03-15,Low
373,NAB-A00000373,268,Savings,NGN,10784.89,4241.08,Suspended,2022-12-04,Low
374,NAB-A00000374,268,Savings,NGN,25918.03,2064.57,Closed,2022-12-09,Low
375,NAB-A00000375,269,Savings,USD,9170.77,8676.77,Dormant,2023-11-11,Low
376,NAB-A00000376,269,Savings,USD,9393.86,784.39,Active,2023-11-06,Low
377,NAB-A00000377,270,Savings,USD,9471.16,4308.11,Active,2021-10-11,Low
378,NAB-A00000378,271,Fixed Deposit,GBP,45062.37,23736.37,Dormant,2022-06-23,Mid
379,NAB-A00000379,272,Current,USD,4840.52,2310.54,Active,2022-02-22,Low
380,NAB-A00000380,273,Current,GHS,5387.45,4300.31,Active,2023-11-29,Low
381,NAB-A00000381,274,Premium,NGN,4546.68,1834.73,Active,2019-04-01,Low
382,NAB-A00000382,275,Savings,USD,22695.09,11308.71,Active,2019-11-07,Mid
383,NAB-A00000383,275,Savings,USD,10654.59,948.43,Active,2019-10-26,Low
384,NAB-A00000384,275,Current,USD,9032.49,6261.12,Active,2019-10-24,Low
385,NAB-A00000385,276,Current,GBP,4835.24,3542.43,Active,2023-08-27,Low
386,NAB-A00000386,277,Current,USD,4773.72,2873.33,Active,2020-06-08,Low
387,NAB-A00000387,278,Savings,GBP,23433.68,12970.07,Active,2020-05-24,Mid
388,NAB-A00000388,278,Domiciliary,GBP,9345.71,8410.87,Dormant,2020-05-15,Low
389,NAB-A00000389,279,Savings,NGN,51199.7,14581.1,Closed,2020-12-24,Mid
390,NAB-A00000390,280,Savings,USD,25562.1,11259.53,Active,2022-11-30,Mid
391,NAB-A00000391,280,Savings,USD,5145.17,3542.87,Dormant,2022-12-12,Low
392,NAB-A00000392,280,Savings,USD,9436.45,2555.7,Dormant,2022-12-28,Low
393,NAB-A00000393,281,Savings,GHS,10592.46,5621.23,Active,2022-06-11,Low
394,NAB-A00000394,282,Fixed Deposit,GHS,9554.72,7481.68,Active,2019-05-07,Low
395,NAB-A00000395,283,Current,NGN,10820.97,8241.22,Active,2023-12-11,Low
396,NAB-A00000396,284,Current,GHS,10867.27,1612.49,Active,2023-09-19,Low
397,NAB-A00000397,285,Savings,USD,10654.09,2951.88,Active,2020-10-07,Low
398,NAB-A00000398,285,Current,USD,25954.58,11192.28,Active,2020-10-25,Mid
399,NAB-A00000399,286,Premium,GHS,4939.65,522.93,Active,2022-03-30,Low
400,NAB-A00000400,287,Fixed Deposit,NGN,238277.13,129860.65,Active,2020-02-18,High
401,NAB-A00000401,288,Current,GBP,249409.78,149107.62,Active,2019-09-06,High
402,NAB-A00000402,289,Domiciliary,ZAR,51586.18,11055.31,Active,2021-12-07,Mid
403,NAB-A00000403,289,Fixed Deposit,ZAR,27091.25,19756.21,Active,2021-12-17,Mid
404,NAB-A00000404,289,Current,ZAR,4810.28,2650.94,Active,2021-12-25,Low
405,NAB-A00000405,290,Savings,NGN,4936.42,844.4,Closed,2019-12-16,Low
406,NAB-A00000406,291,Savings,USD,9843.96,7591.33,Active,2023-06-02,Low
407,NAB-A00000407,292,Savings,NGN,105734.79,82880.2,Active,2021-06-04,High
408,NAB-A00000408,293,Current,NGN,239620.03,73876.22,Active,2019-07-28,High
409,NAB-A00000409,294,Savings,GBP,10055.12,5996.05,Active,2020-11-10,Low
410,NAB-A00000410,295,Savings,NGN,23659.8,8351.18,Suspended,2022-06-17,Low
411,NAB-A00000411,296,Fixed Deposit,GBP,27162.16,12363.12,Active,2019-08-09,Mid
412,NAB-A00000412,296,Savings,GBP,4624.38,788.68,Active,2019-07-19,Low
413,NAB-A00000413,297,Savings,GHS,10458.66,3265.21,Closed,2023-03-18,Low
414,NAB-A00000414,297,Premium,GHS,26106.85,5262.1,Dormant,2023-03-20,Low
415,NAB-A00000415,297,Current,GHS,4721.6,3159.2,Active,2023-03-18,Low
416,NAB-A00000416,298,Current,USD,23300.53,8244.75,Suspended,2021-08-01,Low
417,NAB-A00000417,299,Current,GHS,5455.01,1076.53,Suspended,2022-12-09,Low
418,NAB-A00000418,300,Premium,USD,9370.42,2364.16,Active,2022-05-09,Low
419,NAB-A00000419,301,Current,GHS,103831.04,64055.41,Dormant,2019-09-09,High
420,NAB-A00000420,301,Savings,GHS,25630.29,14464.35,Active,2019-08-30,Mid
421,NAB-A00000421,301,Premium,GHS,228908.01,189020.75,Active,2019-09-11,High
422,NAB-A00000422,302,Savings,GBP,50825.45,42430.83,Active,2023-07-23,Mid
423,NAB-A00000423,303,Premium,NGN,10683.41,1270.12,Dormant,2020-03-28,Low
424,NAB-A00000424,303,Current,NGN,25178.73,17036.1,Active,2020-04-22,Mid
425,NAB-A00000425,304,Savings,USD,10795.96,3092.88,Active,2020-12-19,Low
426,NAB-A00000426,305,Savings,USD,5377.11,3099.69,Dormant,2019-05-15,Low
427,NAB-A00000427,305,Savings,USD,24930.19,21039.79,Active,2019-05-27,Mid
428,NAB-A00000428,306,Current,ZAR,5250.74,960.83,Active,2020-07-04,Low
429,NAB-A00000429,307,Savings,USD,9040.78,6767.73,Active,2023-06-01,Low
430,NAB-A00000430,308,Current,GBP,270776.49,39051.5,Active,2021-03-01,Mid
431,NAB-A00000431,308,Savings,GBP,26104.33,11986.08,Active,2021-02-15,Mid
432,NAB-A00000432,308,Premium,GBP,27440.05,12012.29,Dormant,2021-03-12,Mid
433,NAB-A00000433,309,Current,NGN,10768.06,2799.75,Suspended,2019-11-26,Low
434,NAB-A00000434,310,Savings,GBP,24965.5,10506.47,Active,2021-07-02,Mid
435,NAB-A00000435,311,Savings,NGN,26777.18,23733.19,Dormant,2022-01-07,Mid
436,NAB-A00000436,312,Current,GBP,24638.73,19775.96,Active,2020-10-29,Mid
437,NAB-A00000437,312,Current,GBP,105539.55,90819.51,Dormant,2020-11-01,High
438,NAB-A00000438,313,Current,NGN,23707.31,21131.9,Active,2019-11-11,Mid
439,NAB-A00000439,314,Current,GBP,5081.79,2141.61,Active,2022-06-07,Low
440,NAB-A00000440,314,Current,GBP,24538.35,10305.93,Active,2022-05-14,Mid
441,NAB-A00000441,314,Savings,GBP,4549.45,3629.86,Active,2022-06-07,Low
442,NAB-A00000442,315,Domiciliary,USD,9886.22,8628.13,Active,2022-02-16,Low
443,NAB-A00000443,316,Domiciliary,GBP,9230.59,3252.58,Active,2021-10-28,Low
444,NAB-A00000444,317,Savings,USD,10306.3,5583.6,Active,2020-03-18,Low
445,NAB-A00000445,318,Premium,NGN,270464.89,173974.45,Suspended,2022-12-13,High
446,NAB-A00000446,319,Savings,GHS,10593.95,2153.57,Active,2020-06-05,Low
447,NAB-A00000447,319,Fixed Deposit,GHS,9382.67,5640.95,Active,2020-05-17,Low
448,NAB-A00000448,320,Current,GBP,5429.28,419.69,Closed,2019-04-02,Low
449,NAB-A00000449,320,Savings,GBP,25448.83,5434.95,Active,2019-04-06,Low
450,NAB-A00000450,321,Premium,NGN,5184.09,711.45,Dormant,2021-02-06,Low
451,NAB-A00000451,322,Savings,GBP,10375.55,1047.94,Active,2019-07-05,Low
452,NAB-A00000452,322,Savings,GBP,26089.72,21060.78,Active,2019-07-05,Mid
453,NAB-A00000453,323,Savings,GHS,97532.29,50671.22,Active,2020-10-09,High
454,NAB-A00000454,324,Savings,NGN,10856.94,6599.85,Active,2020-11-27,Low
455,NAB-A00000455,325,Domiciliary,GHS,22545.26,18725.96,Active,2019-04-15,Mid
456,NAB-A00000456,326,Domiciliary,NGN,242203.18,215325.48,Active,2023-05-02,High
457,NAB-A00000457,327,Savings,USD,10951.32,668.66,Active,2023-01-20,Low
458,NAB-A00000458,328,Domiciliary,GHS,5270.92,2760.85,Active,2020-12-07,Low
459,NAB-A00000459,329,Fixed Deposit,USD,10803.08,8656.23,Active,2020-03-11,Low
460,NAB-A00000460,329,Savings,USD,4561.61,408.37,Closed,2020-02-14,Low
461,NAB-A00000461,330,Premium,USD,24717.19,20105.97,Active,2023-03-11,Mid
462,NAB-A00000462,330,Current,USD,5023.38,4602.86,Closed,2023-03-11,Low
463,NAB-A00000463,331,Current,GBP,24225.48,18257.08,Active,2020-06-21,Mid
464,NAB-A00000464,332,Current,GBP,5166.91,3609.17,Active,2021-11-17,Low
465,NAB-A00000465,333,Premium,USD,10713.26,9460.13,Active,2021-06-03,Low
466,NAB-A00000466,334,Savings,GBP,10553.66,8809.83,Dormant,2021-02-28,Low
467,NAB-A00000467,334,Fixed Deposit,GBP,47743.82,37330.85,Active,2021-02-26,Mid
468,NAB-A00000468,335,Fixed Deposit,GHS,104420.34,18035.77,Suspended,2019-07-30,Mid
469,NAB-A00000469,335,Current,GHS,4940.01,4561.52,Closed,2019-07-12,Low
470,NAB-A00000470,335,Savings,GHS,5385.74,1465.78,Active,2019-07-11,Low
471,NAB-A00000471,336,Current,GHS,22808.63,12809.89,Active,2019-02-11,Mid
472,NAB-A00000472,336,Domiciliary,GHS,47602.23,29543.34,Active,2019-02-13,Mid
473,NAB-A00000473,337,Savings,USD,9740.19,1336.18,Active,2022-03-24,Low
474,NAB-A00000474,337,Current,USD,26053.88,2026.01,Active,2022-04-18,Low
475,NAB-A00000475,338,Savings,NGN,50777.52,30371.11,Active,2020-05-08,Mid
476,NAB-A00000476,339,Current,GBP,9828.43,5870.01,Active,2023-12-15,Low
477,NAB-A00000477,340,Current,GBP,4501.98,3834.54,Active,2020-01-12,Low
478,NAB-A00000478,340,Fixed Deposit,GBP,106864.25,22232.03,Active,2020-01-28,Mid
479,NAB-A00000479,341,Savings,GBP,22639.67,17508.31,Active,2019-11-09,Mid
480,NAB-A00000480,341,Current,GBP,97870.41,20546.13,Suspended,2019-11-12,Mid
481,NAB-A00000481,342,Current,NGN,93815.46,87479.91,Dormant,2020-03-02,High
482,NAB-A00000482,343,Savings,GBP,4715.09,1459.31,Active,2019-10-11,Low
483,NAB-A00000483,344,Current,USD,10586.68,9265.13,Closed,2020-08-21,Low
484,NAB-A00000484,345,Savings,NGN,10746.62,4150.17,Active,2020-08-01,Low
485,NAB-A00000485,346,Savings,USD,109560.69,76953.18,Active,2020-07-27,High
486,NAB-A00000486,347,Premium,USD,5017.41,1573.47,Suspended,2023-05-07,Low
487,NAB-A00000487,347,Current,USD,9940.38,3071.6,Active,2023-05-10,Low
488,NAB-A00000488,348,Savings,USD,25068.78,15333.29,Active,2019-02-23,Mid
489,NAB-A00000489,348,Fixed Deposit,USD,10209.9,714.18,Active,2019-03-01,Low
490,NAB-A00000490,349,Premium,USD,249511.57,168856.87,Active,2023-07-19,High
491,NAB-A00000491,350,Current,GBP,24828.89,17618.6,Suspended,2019-08-20,Mid
492,NAB-A00000492,350,Current,GBP,53268.6,11644.94,Active,2019-08-23,Mid
493,NAB-A00000493,351,Savings,GHS,4662.83,949.77,Active,2022-03-20,Low
494,NAB-A00000494,351,Current,GHS,5342.14,3807.38,Active,2022-03-26,Low
495,NAB-A00000495,352,Current,NGN,52996.5,40297.45,Active,2021-06-26,Mid
496,NAB-A00000496,353,Current,NGN,5253.4,3097.62,Active,2020-07-09,Low
497,NAB-A00000497,354,Current,ZAR,246579.51,227927.46,Active,2022-01-05,High
498,NAB-A00000498,355,Current,NGN,10515.39,1132.53,Active,2023-04-30,Low
499,NAB-A00000499,356,Current,GBP,22705.23,10232.51,Active,2020-10-07,Mid
500,NAB-A00000500,357,Savings,NGN,49520.36,32237.97,Active,2022-07-27,Mid
501,NAB-A00000501,357,Domiciliary,NGN,5121.04,2303.15,Suspended,2022-07-18,Low
502,NAB-A00000502,357,Current,NGN,9307.41,2299.54,Active,2022-07-23,Low
503,NAB-A00000503,358,Savings,NGN,23248.75,18713.86,Active,2021-04-14,Mid
504,NAB-A00000504,359,Fixed Deposit,GHS,50002.17,15089.17,Active,2022-07-22,Mid
505,NAB-A00000505,360,Premium,GHS,4517.27,656.28,Active,2023-09-09,Low
506,NAB-A00000506,361,Domiciliary,USD,9212.78,2667.91,Dormant,2022-03-27,Low
507,NAB-A00000507,361,Domiciliary,USD,9202.48,6267.13,Active,2022-03-17,Low
508,NAB-A00000508,362,Current,NGN,52593.57,45715.05,Active,2022-08-23,Mid
509,NAB-A00000509,362,Fixed Deposit,NGN,232264.49,86332.49,Active,2022-08-09,High
510,NAB-A00000510,363,Current,USD,25454.19,21603.04,Active,2021-09-05,Mid
511,NAB-A00000511,363,Current,USD,10638.58,2052.15,Active,2021-08-25,Low
512,NAB-A00000512,364,Savings,USD,45665.53,2565.59,Active,2021-11-15,Low
513,NAB-A00000513,364,Savings,USD,24896.05,8308.68,Dormant,2021-11-13,Low
514,NAB-A00000514,365,Current,GBP,23564.19,11589.07,Active,2023-08-24,Mid
515,NAB-A00000515,366,Premium,USD,5254.33,4115.44,Active,2021-11-05,Low
516,NAB-A00000516,367,Current,GBP,4586.98,4045.61,Active,2023-07-28,Low
517,NAB-A00000517,368,Current,NGN,23838.56,7255.76,Active,2019-07-05,Low
518,NAB-A00000518,368,Fixed Deposit,NGN,98121.86,72673.49,Active,2019-06-21,High
519,NAB-A00000519,369,Current,NGN,48075.84,21193.14,Active,2023-03-19,Mid
520,NAB-A00000520,370,Premium,NGN,5208.31,2139.33,Dormant,2023-04-11,Low
521,NAB-A00000521,371,Savings,GBP,24980.05,15083.01,Active,2019-06-03,Mid
522,NAB-A00000522,372,Savings,NGN,10201.99,988.52,Active,2021-10-03,Low
523,NAB-A00000523,372,Current,NGN,9143.46,7732.02,Active,2021-10-02,Low
524,NAB-A00000524,372,Current,NGN,25933.04,23729.89,Active,2021-10-02,Mid
525,NAB-A00000525,373,Fixed Deposit,NGN,10958.97,5231.22,Active,2020-10-20,Low
526,NAB-A00000526,374,Current,USD,5454.76,3807.3,Closed,2023-07-29,Low
527,NAB-A00000527,374,Current,USD,9778.15,6660.65,Active,2023-08-03,Low
528,NAB-A00000528,375,Premium,USD,10902.96,8532.62,Active,2020-05-10,Low
529,NAB-A00000529,376,Savings,USD,10394.65,7979.14,Active,2021-06-13,Low
530,NAB-A00000530,377,Fixed Deposit,USD,4828.29,1570.04,Active,2020-10-06,Low
531,NAB-A00000531,378,Savings,GBP,9769.91,5856.06,Active,2022-10-10,Low
532,NAB-A00000532,379,Current,NGN,9546.42,1332.87,Dormant,2021-03-10,Low
533,NAB-A00000533,379,Premium,NGN,27444.57,1791.15,Active,2021-02-24,Low
534,NAB-A00000534,380,Savings,NGN,9495.26,7106.06,Active,2020-04-30,Low
535,NAB-A00000535,381,Savings,USD,9332.36,2780.34,Active,2021-12-25,Low
536,NAB-A00000536,382,Savings,NGN,10488.82,1272.46,Active,2022-02-19,Low
537,NAB-A00000537,383,Savings,GBP,26042.17,4859.64,Closed,2023-01-31,Low
538,NAB-A00000538,383,Savings,GBP,24964.87,14646.78,Active,2023-01-15,Mid
539,NAB-A00000539,384,Savings,USD,10435.06,7530.62,Active,2022-10-07,Low
540,NAB-A00000540,385,Current,NGN,50228.86,35812.55,Active,2020-01-21,Mid
541,NAB-A00000541,386,Savings,USD,27134.69,10684.8,Active,2022-11-21,Mid
542,NAB-A00000542,386,Savings,USD,266225.29,41223.47,Dormant,2022-11-14,Mid
543,NAB-A00000543,386,Savings,USD,25191.5,18277.09,Active,2022-11-27,Mid
544,NAB-A00000544,387,Premium,NGN,24867.08,12113.03,Active,2022-09-03,Mid
545,NAB-A00000545,388,Current,USD,4887.04,1548.78,Active,2022-01-06,Low
546,NAB-A00000546,389,Savings,NGN,10015.01,4176.69,Active,2019-03-27,Low
547,NAB-A00000547,390,Fixed Deposit,GHS,10401.07,6458.33,Active,2023-03-01,Low
548,NAB-A00000548,390,Current,GHS,27119.82,15892.98,Active,2023-03-21,Mid
549,NAB-A00000549,391,Savings,ZAR,50828.35,17865.66,Active,2020-11-07,Mid
550,NAB-A00000550,391,Current,ZAR,23940.93,4742.74,Active,2020-10-21,Low
551,NAB-A00000551,392,Premium,NGN,5061.64,1740.53,Active,2019-11-14,Low
552,NAB-A00000552,392,Premium,NGN,5366.34,3230.91,Active,2019-11-23,Low
553,NAB-A00000553,393,Fixed Deposit,NGN,5333.92,3699.72,Active,2020-07-18,Low
554,NAB-A00000554,394,Savings,NGN,53775.84,44381.44,Active,2022-02-26,Mid
555,NAB-A00000555,395,Fixed Deposit,GBP,10854.19,4899.89,Active,2020-02-10,Low
556,NAB-A00000556,395,Savings,GBP,96231.9,35804.11,Active,2020-02-09,Mid
557,NAB-A00000557,396,Savings,NGN,10882.48,753.63,Dormant,2023-01-26,Low
558,NAB-A00000558,397,Current,NGN,103868.68,19797.66,Active,2020-09-05,Mid
559,NAB-A00000559,398,Premium,NGN,27293.11,21784.25,Active,2022-03-13,Mid
560,NAB-A00000560,398,Savings,NGN,4701.94,849.84,Active,2022-03-14,Low
561,NAB-A00000561,399,Savings,USD,4762.13,2523.49,Active,2020-12-07,Low
562,NAB-A00000562,400,Savings,ZAR,24337.9,21387.73,Active,2023-01-09,Mid
563,NAB-A00000563,401,Fixed Deposit,NGN,26346.31,23228.84,Active,2020-11-07,Mid
564,NAB-A00000564,401,Domiciliary,NGN,4911.95,4111.95,Active,2020-11-17,Low
565,NAB-A00000565,401,Domiciliary,NGN,9279.03,6307.28,Dormant,2020-11-02,Low
566,NAB-A00000566,402,Fixed Deposit,NGN,5141.51,3545.24,Active,2020-10-16,Low
567,NAB-A00000567,403,Current,NGN,25476.98,10697.75,Active,2020-04-05,Mid
568,NAB-A00000568,403,Current,NGN,10566.7,7645.17,Active,2020-03-30,Low
569,NAB-A00000569,404,Savings,NGN,5402.7,305.23,Active,2021-04-22,Low
570,NAB-A00000570,405,Current,USD,5298.27,5009.87,Active,2020-12-02,Low
571,NAB-A00000571,406,Current,GBP,9098.34,6320.74,Dormant,2022-06-25,Low
572,NAB-A00000572,407,Premium,NGN,10572.35,3673.98,Closed,2021-08-11,Low
573,NAB-A00000573,408,Current,USD,9617.36,4017.05,Active,2020-12-23,Low
574,NAB-A00000574,409,Domiciliary,GBP,10590.59,6433.25,Dormant,2019-03-12,Low
575,NAB-A00000575,409,Current,GBP,4836.28,2863.58,Suspended,2019-03-07,Low
576,NAB-A00000576,410,Savings,NGN,27446.1,10221.94,Dormant,2019-05-22,Mid
577,NAB-A00000577,411,Savings,NGN,49058.11,38842.79,Active,2022-07-15,Mid
578,NAB-A00000578,411,Fixed Deposit,NGN,4597.0,3757.92,Active,2022-06-22,Low
579,NAB-A00000579,412,Savings,GHS,5449.06,1627.72,Suspended,2022-05-31,Low
580,NAB-A00000580,412,Current,GHS,24599.86,15678.67,Dormant,2022-06-14,Mid
581,NAB-A00000581,413,Current,USD,9113.26,894.09,Active,2023-02-21,Low
582,NAB-A00000582,413,Savings,USD,9312.12,5186.7,Active,2023-02-25,Low
583,NAB-A00000583,414,Savings,USD,241937.14,37235.83,Active,2021-09-09,Mid
584,NAB-A00000584,415,Savings,NGN,4783.2,2707.6,Active,2020-06-28,Low
585,NAB-A00000585,416,Savings,USD,5126.7,1837.74,Suspended,2023-09-08,Low
586,NAB-A00000586,417,Domiciliary,NGN,4719.27,4198.41,Active,2019-04-06,Low
587,NAB-A00000587,418,Savings,NGN,23921.87,9267.05,Active,2022-02-26,Low
588,NAB-A00000588,419,Premium,NGN,5123.53,4416.22,Active,2019-09-29,Low
589,NAB-A00000589,419,Savings,NGN,5434.9,3462.19,Suspended,2019-09-28,Low
590,NAB-A00000590,420,Current,NGN,265371.0,45970.23,Active,2019-03-08,Mid
591,NAB-A00000591,421,Savings,USD,98629.58,79673.36,Active,2022-07-16,High
592,NAB-A00000592,422,Savings,NGN,10502.39,4344.32,Active,2020-05-23,Low
593,NAB-A00000593,422,Savings,NGN,5354.93,2957.11,Active,2020-05-24,Low
594,NAB-A00000594,423,Premium,GBP,54168.12,14784.89,Active,2019-01-16,Mid
595,NAB-A00000595,424,Domiciliary,USD,5361.34,618.32,Active,2020-02-06,Low
596,NAB-A00000596,425,Fixed Deposit,USD,9981.36,1511.01,Active,2020-05-01,Low
597,NAB-A00000597,426,Fixed Deposit,GBP,4632.2,3425.11,Dormant,2023-04-01,Low
598,NAB-A00000598,426,Premium,GBP,4933.38,2917.55,Active,2023-03-14,Low
599,NAB-A00000599,426,Current,GBP,9940.13,8239.08,Active,2023-03-26,Low
600,NAB-A00000600,427,Savings,GHS,51301.15,28812.47,Active,2019-12-24,Mid
601,NAB-A00000601,428,Fixed Deposit,NGN,5095.07,715.19,Active,2021-01-07,Low
602,NAB-A00000602,429,Domiciliary,USD,9898.58,3280.65,Suspended,2020-08-17,Low
603,NAB-A00000603,429,Current,USD,23767.87,4517.41,Active,2020-08-14,Low
604,NAB-A00000604,430,Savings,NGN,10907.03,1620.09,Active,2019-02-04,Low
605,NAB-A00000605,431,Savings,GBP,4691.84,4133.31,Active,2019-06-06,Low
606,NAB-A00000606,431,Savings,GBP,4976.84,1466.41,Active,2019-06-07,Low
607,NAB-A00000607,431,Savings,GBP,4869.79,853.93,Active,2019-06-01,Low
608,NAB-A00000608,432,Savings,ZAR,24851.54,7389.46,Active,2022-04-27,Low
609,NAB-A00000609,432,Current,ZAR,10216.41,6667.57,Active,2022-04-21,Low
610,NAB-A00000610,433,Savings,GHS,9571.39,2136.29,Active,2022-01-02,Low
611,NAB-A00000611,434,Fixed Deposit,GBP,98680.57,76638.6,Active,2019-01-29,High
